Hero,Skill Tier,KDA Ratio,"Pick Rate, %","Win Rate, %",Eliminations / 10min,Objective Kills / 10min,Objective Time / 10min,Damage / 10min,Healing / 10min,Deaths / 10min,"Scoped Accuracy, %",Biotic Grenade Kills / 10min,Enemies Slept / 10min,Healing Amplified / 10min,Nano Boost Assists / 10min,Blaster Kills / 10min,Damage Amplified / 10min,Players Resurrected / 10min,"Weapon Accuracy, %","Crit Accuracy, %",Kunai Kills / 10min,Effects Cleansed / 10min,Kitsune Rush Assists / 10min,Final Blows / 10min,Solo Kills / 10min,Swift Strike Resets / 10min,Damage Reflected / 10min,Ultimates Reflected / 10min,Dragonblade Kills / 10min,Deadeye Kills / 10min,Magnetic Grenade Attaches,Magnetic Grenade Kills / 10min,"Secondary Accuracy, %",Biotic Orb Kills / 10min,"Ally Coalescence Efficiency, %","Enemy Coalescence Efficiency, %",Coalescence Kills / 10min,Knockbacks / 10min,Sound Barriers / 10min,Objective Contest Time / 10min,Charge Kills / 10min,Fire Strike Kills / 10min,Earthshatter Kills / 10min,Scoped Crits,Recon Assists / 10min,Venom Mine Kills / 10min,"Helix Rocket Accuracy, %",Long Range Kills / 10min,Helix Rocket Kills / 10min,Tactical Visor Kills / 10min,Storm Arrow Kills / 10min,Dragonstrike Kills / 10min,"Charged Volley Accuracy, %",Charged Volley Kills / 10min,Transcendence Healing / 10min,"Micro Missile Kills, % / 10min",Call Mech Kills / 10min,Self-Destruct Kills / 10min,Self Healing / 10min,Chain Hook Kills / 10min,"Chain Hook Accuracy, %",Whole Hog Kills / 10min,Direct Hits,Concussion Mine Kills / 10min,Enemies Trapped / 10min,Rip Tire Kills,"Primary Accuracy, %",High Energy Kills / 10min,"Average Energy, %",Graviton Surge Kills / 10min,Energy Javelin Kills / 10min,Javelin Spin Kills / 10min,Terra Surge Kills / 10min,Low Health Recalls / 10min,Pulse Bombs Stuck / 10min,Pulse Bomb Kills / 10min,Coach Gun Kills / 10min,Dynamite Kills / 10min,Bob Kills / 10min,Death Blossom Kills / 10min,"Charged Shot Accuracy, %","Charged Crit Accuracy, %",Charged Shot Kills / 10min,Disruptor Shot Kills / 10min,Overclock Kills / 10min,Healing Accuracy,Deaths Prevented / 10min,Amp Matrix Assists / 10min,"Airtime, %",Barrage Kills / 10min,Jump Pack Kills / 10min,Primal Rage Kills / 10min,Accretion Kills / 10min,Overhealth / 10min,Gravitic Flux Kills / 10min,Rocket Punch Kills / 10min,Seismic Slam Kills / 10min,Meteor Strike Kills / 10min,Inspire Uptime,Self Healing,Recon Kills / 10min,Assault Kills / 10min,Tactical Grenade Kills / 10min,Artillery Kills / 10min,"Icicle Accuracy, % / 10min","Icicle Crit Accuracy, % / 10min",Enemies Frozen / 10min,Blizzard Kills / 10min,Hammer Kills / 10min,Turret Kills / 10min,Molten Core Kills / 10min,Enemies Hacked / 10min,Low Health Teleports / 10min,EMP Kills / 10min,Average Damage Multiplier,Players Teleported / 10min,Sentry Turret Kills / 10min,"Pummel Accuracy, %",Pummel Kills / 10min,Ravenous Vortex Kills / 10min,Annihilation Kills / 10min,Grappling Claw Kills / 10min,Piledriver Kills / 10min,Minefield Kills,"Jagged Blade Accuracy, %",Carnage Kills / 10min,"Wound Uptime, %",Rampage Kills / 10min,"Focusing Beam Accuracy, %",Focusing Beam Kills / 10min,"Sticky Bomb Accuracy, %",Sticky Bomb Kills / 10min,Duplicate Kills / 10min,Role
Moira,Diamond,6.30,7.90,48.71,17.95,8.28,85,5371,9737,6.01,,,,,,,,,,,,,,,,,,,,,,,51,8.68,47,63,4.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Moira,Master,6.00,6.87,48.12,17.45,8.00,83,5332,9543,6.16,,,,,,,,,,,,,,,,,,,,,,,50,8.52,45,63,3.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Moira,Grandmaster,5.87,7.53,48.33,17.11,7.76,82,5361,9441,6.25,,,,,,,,,,,,,,,,,,,,,,,50,8.39,44,64,3.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Lucio,All,4.15,2.32,50.88,12.98,5.94,100,3675,7235,7.20,,,,,,,,,26,8,,,,,,,,,,,,,,,,,,29.78,10.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Lucio,Bronze,3.77,1.34,45.40,11.73,6.22,116,3368,8062,7.43,,,,,,,,,24,8,,,,,,,,,,,,,,,,,,25.94,10.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Lucio,Silver,4.01,1.24,48.45,12.51,6.35,112,3526,7981,7.35,,,,,,,,,25,8,,,,,,,,,,,,,,,,,,27.83,10.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Lucio,Gold,4.20,1.59,49.75,13.00,6.18,105,3662,7647,7.25,,,,,,,,,26,8,,,,,,,,,,,,,,,,,,29.52,10.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Lucio,Platinum,4.23,2.68,50.77,13.20,5.98,99,3719,7250,7.20,,,,,,,,,26,9,,,,,,,,,,,,,,,,,,30.34,10.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Lucio,Diamond,4.15,4.49,51.49,13.13,5.73,94,3712,6853,7.21,,,,,,,,,26,8,,,,,,,,,,,,,,,,,,30.24,9.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Lucio,Master,4.07,5.91,50.47,12.87,5.55,91,3697,6660,7.22,,,,,,,,,26,8,,,,,,,,,,,,,,,,,,29.66,9.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Lucio,Grandmaster,4.21,9.58,52.38,12.71,5.33,87,3803,6580,6.91,,,,,,,,,25,8,,,,,,,,,,,,,,,,,,30.05,10.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Reinhardt,All,3.31,4.68,54.18,17.51,6.52,122,8885,,6.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,4.06,7.73,3.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Reinhardt,Bronze,3.06,1.96,49.21,16.55,6.62,131,7833,,7.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,4.26,6.41,3.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Reinhardt,Silver,3.30,2.33,51.28,17.32,6.80,129,8359,,6.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,4.25,7.11,3.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Reinhardt,Gold,3.38,3.59,53.03,17.66,6.72,125,8800,,6.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,4.19,7.64,3.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Reinhardt,Platinum,3.33,6.31,54.13,17.64,6.52,121,9053,,6.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,4.04,7.95,3.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Reinhardt,Diamond,3.19,9.73,54.84,17.37,6.25,117,9071,,6.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,3.91,7.99,3.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Reinhardt,Master,3.08,10.97,55.31,16.85,6.01,114,8864,,6.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,3.78,7.73,3.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Reinhardt,Grandmaster,2.98,12.18,55.53,16.37,5.74,114,8496,,6.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,3.71,7.35,3.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Widowmaker,All,2.60,2.09,47.95,16.11,3.79,23,5960,,8.17,46,,,,,,,,,,,,,11.21,4.48,,,,,,,,,,,,,,,,,,,—,3.43,1.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Widowmaker,Bronze,2.78,0.68,41.00,14.81,3.98,19,5533,,7.61,45,,,,,,,,,,,,,10.03,4.17,,,,,,,,,,,,,,,,,,,—,3.34,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Widowmaker,Silver,2.83,0.77,44.25,15.72,4.02,21,5823,,7.70,46,,,,,,,,,,,,,10.80,4.42,,,,,,,,,,,,,,,,,,,—,3.51,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Widowmaker,Gold,2.75,1.25,45.59,16.23,3.98,22,5970,,7.98,46,,,,,,,,,,,,,11.22,4.51,,,,,,,,,,,,,,,,,,,—,3.53,1.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Widowmaker,Platinum,2.62,2.56,47.30,16.37,3.88,24,6023,,8.20,46,,,,,,,,,,,,,11.42,4.56,,,,,,,,,,,,,,,,,,,—,3.46,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Widowmaker,Diamond,2.49,4.76,48.61,16.25,3.72,23,5996,,8.41,46,,,,,,,,,,,,,11.40,4.52,,,,,,,,,,,,,,,,,,,—,3.40,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Widowmaker,Master,2.43,6.83,49.90,15.86,3.53,22,5930,,8.46,46,,,,,,,,,,,,,11.09,4.37,,,,,,,,,,,,,,,,,,,—,3.32,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Widowmaker,Grandmaster,2.41,6.81,50.90,15.40,3.29,20,5905,,8.35,45,,,,,,,,,,,,,10.72,4.25,,,,,,,,,,,,,,,,,,,—,3.32,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Soldier: 76,All,2.98,4.62,48.22,19.55,7.51,53,9328,1340,8.04,,,,,,,,,35,7,,,,9.93,1.62,,,,,,,,,,,,,,,,,,,,,,57,1.52,7.45,3.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Soldier: 76,Bronze,2.80,2.22,43.32,18.32,7.92,64,8430,1356,8.52,,,,,,,,,32,7,,,,9.19,1.81,,,,,,,,,,,,,,,,,,,,,,54,1.38,6.31,3.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Soldier: 76,Silver,2.92,2.57,45.63,19.12,7.94,60,8821,1354,8.33,,,,,,,,,33,7,,,,9.63,1.81,,,,,,,,,,,,,,,,,,,,,,56,1.45,6.80,3.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Soldier: 76,Gold,3.00,3.44,46.50,19.59,7.74,55,9164,1344,8.15,,,,,,,,,35,7,,,,9.94,1.75,,,,,,,,,,,,,,,,,,,,,,57,1.51,7.28,3.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Soldier: 76,Platinum,3.02,6.07,48.34,19.77,7.49,51,9451,1335,8.00,,,,,,,,,36,7,,,,10.10,1.62,,,,,,,,,,,,,,,,,,,,,,58,1.53,7.65,3.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Soldier: 76,Diamond,3.00,9.17,49.30,19.77,7.22,48,9648,1338,7.90,,,,,,,,,37,7,,,,10.09,1.48,,,,,,,,,,,,,,,,,,,,,,58,1.57,7.84,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Soldier: 76,Master,2.96,9.76,50.18,19.32,6.89,46,9704,1340,7.87,,,,,,,,,37,7,,,,9.75,1.36,,,,,,,,,,,,,,,,,,,,,,57,1.62,7.77,3.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Soldier: 76,Grandmaster,2.97,9.65,50.94,18.89,6.62,45,9758,1358,7.78,,,,,,,,,38,7,,,,9.49,1.30,,,,,,,,,,,,,,,,,,,,,,56,1.71,7.61,3.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Hanzo,All,3.20,3.11,48.20,17.56,6.24,52,7896,,7.76,,,,,,,,,40,13,,,,11.39,2.79,,,,,,,,,,,,,,,,,,,,3.94,,,2.75,,,5.59,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Hanzo,Bronze,3.02,1.25,43.83,16.13,6.49,53,7289,,7.83,,,,,,,,,38,12,,,,10.42,2.73,,,,,,,,,,,,,,,,,,,,3.34,,,2.61,,,4.89,2.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Hanzo,Silver,3.18,1.33,44.94,17.06,6.58,54,7593,,7.77,,,,,,,,,39,12,,,,10.98,2.82,,,,,,,,,,,,,,,,,,,,3.59,,,2.72,,,5.18,2.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Hanzo,Gold,3.25,2.12,46.72,17.58,6.55,53,7851,,7.77,,,,,,,,,40,12,,,,11.39,2.85,,,,,,,,,,,,,,,,,,,,3.81,,,2.78,,,5.45,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Hanzo,Platinum,3.25,4.16,47.94,17.87,6.36,52,7995,,7.77,,,,,,,,,40,13,,,,11.62,2.85,,,,,,,,,,,,,,,,,,,,3.98,,,2.78,,,5.69,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Hanzo,Diamond,3.17,7.03,48.87,17.78,6.07,51,8023,,7.81,,,,,,,,,41,13,,,,11.58,2.79,,,,,,,,,,,,,,,,,,,,4.12,,,2.74,,,5.79,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Hanzo,Master,3.10,7.66,49.35,17.21,5.68,49,7924,,7.82,,,,,,,,,40,13,,,,11.12,2.65,,,,,,,,,,,,,,,,,,,,4.16,,,2.66,,,5.76,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Hanzo,Grandmaster,3.07,7.81,50.01,16.54,5.20,46,7823,,7.74,,,,,,,,,40,13,,,,10.66,2.49,,,,,,,,,,,,,,,,,,,,4.20,,,2.59,,,5.65,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Zenyatta,All,5.74,3.00,51.84,14.16,5.91,67,5174,6531,6.65,,,,,,,1573.57,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,5.97,1298.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Zenyatta,Bronze,5.29,1.06,46.27,13.57,6.18,67,4861,6192,7.26,,,,,,,1417.99,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,4.85,1199.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Zenyatta,Silver,5.66,1.21,48.93,14.41,6.48,69,5085,6482,7.04,,,,,,,1514.94,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,5.38,1276.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Zenyatta,Gold,5.86,1.91,50.54,14.59,6.35,69,5207,6589,6.83,,,,,,,1570.56,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,5.78,1323.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Zenyatta,Platinum,5.84,3.75,51.79,14.43,6.05,68,5244,6595,6.63,,,,,,,1599.90,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,6.15,1325.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Zenyatta,Diamond,5.76,6.51,52.49,14.08,5.70,66,5199,6534,6.50,,,,,,,1595.28,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,6.25,1299.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Zenyatta,Master,5.58,8.08,52.47,13.47,5.25,63,5120,6418,6.43,,,,,,,1576.57,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,6.12,1254.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Zenyatta,Grandmaster,5.42,11.46,53.82,12.98,4.71,58,5147,6322,6.29,,,,,,,1549.07,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,6.09,1231.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
D.Va,All,6.74,1.91,47.98,21.61,6.49,127,8653,,5.38,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,9.30,2.33,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
D.Va,Bronze,5.86,1.51,43.94,20.18,6.82,137,7769,,5.85,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,81,,,,,,,,,,,,,,,,8.09,2.59,2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
D.Va,Silver,6.37,1.27,46.25,21.54,7.02,135,8295,,5.65,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,8.89,2.60,2.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
D.Va,Gold,6.83,1.47,46.97,22.08,6.87,131,8633,,5.48,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,78,,,,,,,,,,,,,,,,9.37,2.55,2.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
D.Va,Platinum,6.85,2.30,47.94,21.90,6.52,126,8774,,5.37,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,76,,,,,,,,,,,,,,,,9.49,2.35,2.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
D.Va,Diamond,6.76,3.55,49.03,21.41,6.07,119,8740,,5.29,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,73,,,,,,,,,,,,,,,,9.40,2.10,2.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
D.Va,Master,6.59,4.58,49.15,20.48,5.69,116,8599,,5.20,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,72,,,,,,,,,,,,,,,,9.09,1.95,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
D.Va,Grandmaster,6.53,6.90,51.12,19.74,5.28,115,8480,,5.07,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,71,,,,,,,,,,,,,,,,8.91,1.73,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Roadhog,All,3.87,0.67,38.62,17.61,8.20,119,8274,,6.65,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,5289.88,8.38,55.05,3.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
